,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA,Matches
268,259,Jacori Hayes,us USA,MF,FC Dallas,23,1995,19,8,854,0,2,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,0.4,0.04,0.04,0.08,0.04,0.08,Matches
269,260,Héber,br BRA,FW,NYCFC,27,1991,22,18,1573,15,3,0,0,1,0,0.86,0.17,1.03,0.86,1.03,9.9,9.9,2.0,0.60,0.12,0.72,0.60,0.72,Matches
270,261,Matt Hedges,us USA,DF,FC Dallas,28,1990,33,33,2883,1,0,0,0,5,1,0.03,0.00,0.03,0.03,0.03,1.5,1.5,0.6,0.05,0.02,0.06,0.05,0.06,Matches
271,262,Doneil Henry,ca CAN,DF,Vancouver,25,1993,25,24,2123,4,0,0,0,3,0,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
272,263,Fabian Herbers,de GER,"MF,FW",Chicago,25,1993,17,7,780,3,1,0,0,3,0,0.35,0.12,0.46,0.35,0.46,1.9,1.9,1.1,0.21,0.12,0.34,0.21,0.34,Matches
273,264,Felipe Hernandez,us USA,MF,Sporting KC,20,1998,2,1,96,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
274,265,Aaron Herrera,us USA,DF,Real Salt Lake,21,1997,32,31,2768,0,3,0,0,7,1,0.00,0.10,0.10,0.00,0.10,0.6,0.6,2.3,0.02,0.07,0.09,0.02,0.09,Matches
275,266,Federico Higuaín,ar ARG,MF,Columbus,34,1984,14,13,1129,1,3,0,1,2,0,0.08,0.24,0.32,0.08,0.32,2.1,1.3,2.5,0.17,0.20,0.37,0.11,0.31,Matches
276,267,Cristian Higuita,co COL,MF,Orlando City,25,1994,9,7,643,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.02,0.05,0.03,0.05,Matches
277,268,Danny Hoesen,nl NED,FW,San Jose,28,1991,30,12,1478,5,3,0,0,1,0,0.30,0.18,0.49,0.30,0.49,8.1,8.1,3.1,0.50,0.19,0.68,0.50,0.68,Matches
278,269,Ryan Hollingshead,us USA,DF,FC Dallas,27,1991,34,33,2960,6,1,0,0,3,0,0.18,0.03,0.21,0.18,0.21,3.8,3.8,2.0,0.12,0.06,0.18,0.12,0.18,Matches
279,270,Erik Holt,us USA,DF,Real Salt Lake,22,1996,5,5,370,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
280,271,Shandon Hopeau,us USA,FW,Seattle,20,1998,1,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
281,272,André Horta,pt POR,MF,Los Angeles FC,22,1996,4,2,184,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.11,0.04,0.15,0.11,0.15,Matches
282,273,Tim Howard,us USA,GK,Colorado,39,1979,25,25,2159,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
283,274,Justin Hoyte,tt TRI,DF,FC Cincinnati,34,1984,17,16,1476,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
284,275,Erik Hurtado,us USA,FW,Sporting KC,28,1990,13,8,816,2,0,0,0,1,0,0.22,0.00,0.22,0.22,0.22,3.3,3.3,0.4,0.37,0.04,0.41,0.37,0.41,Matches
285,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
286,276,Emerson Hyndman,us USA,"MF,FW",Atlanta,22,1996,15,10,987,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.6,1.6,0.9,0.15,0.08,0.22,0.15,0.22,Matches
287,277,Miguel Ibarra,us USA,"FW,MF",Minnesota,28,1990,22,16,1506,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,2.4,2.4,2.4,0.14,0.14,0.28,0.14,0.28,Matches
288,278,Romario Ibarra,ec ECU,FW,Minnesota,24,1994,8,4,380,2,0,0,0,1,0,0.47,0.00,0.47,0.47,0.47,1.1,1.1,0.2,0.26,0.06,0.32,0.26,0.32,Matches
289,279,Sebastien Ibeagha,us USA,DF,NYCFC,27,1992,23,11,1117,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
290,280,Zlatan Ibrahimović,se SWE,FW,LA Galaxy,37,1981,29,29,2610,30,7,6,7,7,0,1.03,0.24,1.28,0.83,1.07,22.8,17.3,6.3,0.79,0.22,1.01,0.60,0.82,Matches
291,281,Ilsinho,br BRA,"FW,MF",Philadelphia,33,1985,28,7,1094,5,5,0,0,2,0,0.41,0.41,0.82,0.41,0.82,2.5,2.4,2.8,0.21,0.23,0.43,0.19,0.42,Matches
292,282,Hwang In-beom,kr KOR,MF,Vancouver,22,1996,34,31,2806,3,3,1,1,6,0,0.10,0.10,0.19,0.06,0.16,3.1,2.3,3.5,0.10,0.11,0.21,0.07,0.19,Matches
293,283,Clint Irwin,us USA,GK,Colorado,29,1989,11,9,901,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
294,284,Andreas Ivan,ro ROU,"FW,MF",NY Red Bulls,24,1995,12,5,490,1,2,0,0,0,0,0.18,0.37,0.55,0.18,0.55,1.2,1.2,0.5,0.23,0.09,0.32,0.23,0.32,Matches
295,285,Niki Jackson,us USA,"FW,MF",Colorado,23,1995,4,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.20,0.00,0.20,0.20,0.20,Matches
296,286,Anthony Jackson-Hamel,ca CAN,FW,Montreal,25,1993,16,6,623,3,0,0,0,0,0,0.43,0.00,0.43,0.43,0.43,1.8,1.8,0.6,0.27,0.09,0.36,0.27,0.36,Matches
297,287,Modou Jadama,us USA,DF,Portland,24,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
298,288,Dejan Jakovic,ca CAN,DF,Los Angeles FC,33,1985,3,2,181,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
299,289,Robin Jansson,se SWE,DF,Orlando City,27,1991,28,28,2420,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.03,0.00,0.03,0.03,0.03,Matches
300,290,Leonardo Jara,ar ARG,DF,D.C. United,27,1991,30,25,2290,1,5,0,0,5,0,0.04,0.20,0.24,0.04,0.24,1.5,1.5,2.4,0.06,0.09,0.15,0.06,0.15,Matches
301,291,Hector Jiménez,us USA,DF,Columbus,30,1988,23,19,1619,1,2,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.6,0.6,1.6,0.03,0.09,0.12,0.03,0.12,Matches
302,292,Sam Johnson,lr LBR,FW,Real Salt Lake,25,1993,24,15,1299,9,0,0,0,1,0,0.62,0.00,0.62,0.62,0.62,4.5,4.5,0.3,0.31,0.02,0.33,0.31,0.33,Matches
303,293,Sean Johnson,us USA,GK,NYCFC,29,1989,29,29,2610,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
304,294,Will Johnson,ca CAN,MF,Orlando City,32,1987,21,20,1692,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,1.9,1.8,0.4,0.10,0.02,0.12,0.09,0.12,Matches
305,295,DeJuan Jones,us USA,"DF,MF",New England,21,1997,20,14,1297,1,0,0,0,0,0,0.07,0.00,0.07,0.07,0.07,1.5,0.8,0.8,0.10,0.05,0.15,0.05,0.10,Matches
306,296,Derrick Jones,us USA,MF,Philadelphia,21,1997,2,0,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
307,297,Joevin Jones,tt TRI,"FW,DF",Seattle,27,1991,17,9,923,0,2,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,1.7,0.04,0.16,0.20,0.04,0.20,Matches
308,298,Judson,br BRA,MF,San Jose,25,1993,27,23,1909,1,0,0,0,10,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.5,0.04,0.02,0.06,0.04,0.06,Matches
309,299,Florian Jungwirth,de GER,DF,San Jose,30,1989,30,30,2670,0,1,0,0,4,0,0.00,0.03,0.03,0.00,0.03,1.1,1.1,0.1,0.04,0.00,0.04,0.04,0.04,Matches
310,300,Vitor Junior,br BRA,DF,LA Galaxy,30,1989,2,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
311,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
312,301,Mathias Jørgensen,dk DEN,"FW,MF",NY Red Bulls,18,2000,5,1,120,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.12,0.00,0.12,0.12,0.12,Matches
313,302,Kaku,py PAR,MF,NY Red Bulls,24,1995,26,21,1924,5,4,0,0,0,2,0.23,0.19,0.42,0.23,0.42,3.7,3.7,6.6,0.17,0.31,0.48,0.17,0.48,Matches
314,303,Brent Kallman,us USA,DF,Minnesota,28,1990,16,14,1283,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.4,0.01,0.03,0.04,0.01,0.04,Matches
315,304,Kei Kamara,sl SLE,FW,Colorado,34,1984,29,29,2539,14,1,4,7,5,1,0.50,0.04,0.53,0.35,0.39,16.5,11.2,2.3,0.59,0.08,0.67,0.40,0.48,Matches
316,305,Ola Kamara,no NOR,FW,D.C. United,29,1989,5,3,256,3,0,0,0,0,0,1.05,0.00,1.05,1.05,1.05,1.3,1.3,0.2,0.47,0.08,0.56,0.47,0.56,Matches
317,306,Johan Kappelhof,nl NED,DF,Chicago,28,1990,29,29,2560,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.5,0.02,0.02,0.04,0.02,0.04,Matches
318,307,Guram Kashia,ge GEO,DF,San Jose,31,1987,23,21,1907,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.2,0.06,0.01,0.07,0.06,0.07,Matches
319,308,Aleksandar Katai,rs SRB,"FW,MF",Chicago,27,1991,29,24,2100,6,6,0,0,3,1,0.26,0.26,0.51,0.26,0.51,5.4,5.4,8.5,0.23,0.36,0.59,0.23,0.59,Matches
320,309,Mark-Anthony Kaye,ca CAN,MF,Los Angeles FC,24,1994,31,27,2499,4,8,0,0,7,0,0.14,0.29,0.43,0.14,0.43,2.8,2.8,6.1,0.10,0.22,0.32,0.10,0.32,Matches
321,310,Kim Kee-hee,kr KOR,DF,Seattle,29,1989,30,30,2603,0,1,0,0,6,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,0.5,0.06,0.02,0.08,0.06,0.08,Matches
322,311,Aboubacar Keita,us USA,DF,Columbus,18,2000,10,8,802,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
323,312,Jon Kempin,us USA,GK,Columbus,25,1993,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,313,Jasser Khemiri,tn TUN,DF,Vancouver,21,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
325,314,Daniel Kinumbe,ca CAN,DF,Montreal,19,1999,1,1,66,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
326,315,Perry Kitchen,us USA,MF,LA Galaxy,26,1992,8,6,573,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.06,0.06,0.00,0.06,Matches
327,316,Sacha Kljestan,us USA,"MF,FW",Orlando City,33,1985,23,13,1359,1,3,0,0,3,1,0.07,0.20,0.26,0.07,0.26,2.1,2.1,2.0,0.14,0.13,0.27,0.14,0.27,Matches
328,317,Brad Knighton,us USA,GK,New England,33,1985,8,7,663,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
329,318,Kevin Kratz,de GER,MF,Atlanta,32,1987,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,319,Damir Kreilach,hr CRO,"MF,FW",Real Salt Lake,29,1989,32,32,2656,6,4,1,1,6,1,0.20,0.14,0.34,0.17,0.30,5.2,4.4,3.8,0.18,0.13,0.30,0.15,0.28,Matches
331,320,Bojan Krkić,es ESP,"MF,FW",Montreal,28,1990,8,7,606,3,0,0,0,0,0,0.45,0.00,0.45,0.45,0.45,2.1,2.1,0.6,0.31,0.09,0.40,0.31,0.40,Matches
332,321,Ken Krolicki,us USA,MF,Montreal,22,1996,10,5,528,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
333,322,Kenneth Kronholm,de GER,GK,Chicago,33,1985,20,20,1800,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
334,323,Connor Lade,us USA,DF,NY Red Bulls,29,1989,11,10,845,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,0.2,0.2,0.4,0.02,0.04,0.07,0.02,0.07,Matches
335,324,Roland Lamah,be BEL,"MF,FW",FC Cincinnati,31,1987,28,22,1778,1,3,0,0,0,1,0.05,0.15,0.20,0.05,0.20,2.3,2.3,2.2,0.12,0.11,0.23,0.12,0.23,Matches
336,325,Matt Lampson,us USA,GK,LA Galaxy,29,1989,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
337,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
338,326,Foster Langsdorf,us USA,FW,Portland,23,1995,2,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
339,327,Lassi Lappalainen,fi FIN,"MF,FW",Montreal,20,1998,11,8,682,5,0,0,0,0,0,0.66,0.00,0.66,0.66,0.66,3.0,3.0,0.1,0.39,0.02,0.41,0.39,0.41,Matches
340,328,Jeff Larentowicz,us USA,MF,Atlanta,35,1983,27,15,1473,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,Matches
341,329,Richie Laryea,ca CAN,DF,Toronto FC,24,1995,20,16,1466,1,2,0,0,6,0,0.06,0.12,0.18,0.06,0.18,1.3,1.3,1.7,0.08,0.11,0.19,0.08,0.19,Matches
342,330,Forrest Lasso,us USA,DF,FC Cincinnati,25,1993,5,4,394,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
343,331,Kemar Lawrence,jm JAM,DF,NY Red Bulls,26,1992,22,19,1729,1,0,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.7,0.04,0.04,0.08,0.04,0.08,Matches
344,332,Emmanuel Ledesma,ar ARG,"FW,MF",FC Cincinnati,30,1988,26,20,1764,6,4,3,4,4,0,0.31,0.20,0.51,0.15,0.36,5.2,2.2,3.1,0.27,0.16,0.43,0.11,0.27,Matches
345,333,Kelvin Leerdam,nl NED,DF,Seattle,28,1990,29,27,2407,5,2,0,0,7,1,0.19,0.07,0.26,0.19,0.26,2.3,2.3,2.2,0.09,0.08,0.17,0.09,0.17,Matches
346,334,Brooks Lennon,us USA,"DF,FW",Real Salt Lake,21,1997,28,16,1547,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.0,1.0,1.4,0.06,0.08,0.14,0.06,0.14,Matches
347,335,Brett Levis,ca CAN,"DF,FW",Vancouver,25,1993,9,3,334,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.02,0.16,0.17,0.02,0.17,Matches
348,336,Jonathan Lewis,us USA,"MF,FW",NYCFC,21,1997,6,2,216,0,1,0,0,1,0,0.00,0.42,0.42,0.00,0.42,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,Matches
349,337,Jonathan Lewis,us USA,"FW,MF",Colorado,21,1997,16,10,898,5,3,0,0,2,0,0.50,0.30,0.80,0.50,0.80,2.0,2.0,1.9,0.20,0.19,0.39,0.20,0.39,Matches
350,338,Danny Leyva,us USA,MF,Seattle,15,2003,6,4,414,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,Matches
351,339,Grant Lillard,us USA,DF,Chicago,23,1995,4,2,206,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
352,340,Nick Lima,us USA,DF,San Jose,24,1994,24,21,1808,1,2,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.5,0.5,1.4,0.03,0.07,0.10,0.03,0.10,Matches
353,341,Jaylin Lindsey,us USA,DF,Sporting KC,18,2000,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
354,342,Sebastian Lletget,us USA,"MF,FW",LA Galaxy,26,1992,29,27,2314,3,5,0,0,4,0,0.12,0.19,0.31,0.12,0.31,2.4,2.4,3.3,0.09,0.13,0.22,0.09,0.22,Matches
355,343,Robin Lod,fi FIN,"FW,MF",Minnesota,25,1993,10,6,582,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.3,0.21,0.04,0.25,0.21,0.25,Matches
356,344,Nicolás Lodeiro,uy URU,MF,Seattle,29,1989,28,28,2498,7,7,2,2,7,0,0.25,0.25,0.50,0.18,0.43,6.2,4.7,9.9,0.22,0.36,0.58,0.17,0.52,Matches
357,345,Aaron Long,us USA,DF,NY Red Bulls,26,1992,24,24,2115,2,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.5,1.5,0.5,0.06,0.02,0.09,0.06,0.09,Matches
358,346,Marcos López,pe PER,DF,San Jose,19,1999,18,15,1162,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.5,0.05,0.11,0.17,0.05,0.17,Matches
359,347,Marvin Loría,cr CRC,FW,Portland,21,1997,19,8,705,2,0,0,0,3,0,0.26,0.00,0.26,0.26,0.26,1.1,1.1,0.9,0.15,0.12,0.26,0.15,0.26,Matches
360,348,Daniel Lovitz,us USA,DF,Montreal,27,1991,28,28,2520,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,2.0,0.02,0.07,0.09,0.02,0.09,Matches
361,349,Jorge Luis Corrales,cu CUB,DF,Montreal,27,1991,4,1,101,0,1,0,0,0,0,0.00,0.89,0.89,0.00,0.89,0.0,0.0,0.1,0.00,0.10,0.10,0.00,0.10,Matches
362,350,Jorge Luis Corrales,cu CUB,DF,Chicago,27,1991,15,13,1034,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.04,0.04,0.00,0.04,Matches
363,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
364,351,Everton Luiz,br BRA,MF,Real Salt Lake,30,1988,27,24,2107,0,2,0,0,8,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,1.0,0.03,0.04,0.07,0.03,0.07,Matches
365,352,Adam Lundqvist,se SWE,DF,Houston,24,1994,28,26,2388,0,3,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,4.4,0.01,0.17,0.17,0.01,0.17,Matches
366,353,Larrys Mabiala,cd COD,DF,Portland,31,1987,22,22,1901,2,0,0,0,7,1,0.09,0.00,0.09,0.09,0.09,1.7,1.7,0.1,0.08,0.00,0.08,0.08,0.08,Matches
367,354,Gary Mackay-Steven,sco SCO,"FW,MF",NYCFC,28,1990,12,5,527,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,1.7,1.7,1.0,0.30,0.18,0.47,0.30,0.47,Matches
368,355,Zac MacMath,us USA,GK,Vancouver,27,1991,8,8,720,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
369,356,Connor Maloney,us USA,DF,Columbus,23,1995,10,9,795,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.03,0.01,0.03,Matches
370,357,Michael Mancienne,eng ENG,DF,New England,31,1988,16,13,1191,1,0,0,0,5,1,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
371,358,Carter Manley,us USA,DF,Minnesota,22,1996,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
372,359,Kekuta Manneh,us USA,"FW,MF",FC Cincinnati,24,1994,27,15,1499,4,3,0,0,0,1,0.24,0.18,0.42,0.24,0.42,2.8,2.8,2.2,0.17,0.13,0.30,0.17,0.30,Matches
373,360,Vito Mannone,it ITA,GK,Minnesota,30,1988,34,34,3060,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
374,361,Mauro Manotas,co COL,FW,Houston,23,1995,32,28,2530,13,7,1,2,1,0,0.46,0.25,0.71,0.43,0.68,14.5,13.0,5.7,0.52,0.20,0.72,0.46,0.66,Matches
375,362,Paul Marie,fr FRA,DF,San Jose,23,1995,9,3,349,0,1,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.4,0.4,0.4,0.12,0.10,0.22,0.12,0.22,Matches
376,363,Chad Marshall,us USA,DF,Seattle,34,1984,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.04,0.08,0.11,0.04,0.11,Matches
377,364,Collin Martin,us USA,MF,Minnesota,24,1994,3,2,184,0,1,0,0,0,0,0.00,0.49,0.49,0.00,0.49,0.0,0.0,0.4,0.01,0.20,0.21,0.01,0.21,Matches
378,365,Cristian Martínez,pa PAN,"MF,FW",Chicago,21,1997,5,0,55,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.16,0.06,0.22,0.16,0.22,Matches
379,366,Douglas Martinez,hn HON,FW,Real Salt Lake,21,1997,1,1,63,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
380,367,Josef Martínez,ve VEN,FW,Atlanta,25,1993,29,29,2578,27,3,5,6,1,0,0.94,0.10,1.05,0.77,0.87,23.3,18.9,3.0,0.81,0.11,0.92,0.66,0.76,Matches
381,368,Tomás Martínez,ar ARG,"MF,FW",Houston,23,1995,33,30,2313,5,2,0,0,2,0,0.19,0.08,0.27,0.19,0.27,3.4,3.4,2.7,0.13,0.10,0.24,0.13,0.24,Matches
382,369,Luís Martins,pt POR,DF,Sporting KC,26,1992,10,9,830,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.02,0.06,0.08,0.02,0.08,Matches
383,370,Rónald Matarrita,cr CRC,DF,NYCFC,24,1994,24,24,1973,1,1,0,0,7,1,0.05,0.05,0.09,0.05,0.09,1.5,1.5,2.6,0.07,0.12,0.19,0.07,0.19,Matches
384,371,Darren Mattocks,jm JAM,FW,FC Cincinnati,28,1990,21,13,1273,3,3,1,1,0,0,0.21,0.21,0.42,0.14,0.35,3.6,2.8,2.5,0.25,0.18,0.43,0.20,0.38,Matches
385,372,Jimmy Maurer,us USA,GK,FC Dallas,30,1988,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
386,373,Chris Mavinga,cd COD,DF,Toronto FC,27,1991,26,24,2112,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,0.2,0.00,0.01,0.01,0.00,0.01,Matches
387,374,Olivier Mbaissidara,cm CMR,DF,Philadelphia,21,1997,3,2,196,0,1,0,0,0,0,0.00,0.46,0.46,0.00,0.46,0.1,0.1,0.4,0.05,0.16,0.21,0.05,0.21,Matches
388,375,Thomas McCabe,us USA,MF,FC Cincinnati,20,1998,6,2,247,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
389,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
390,376,Chris McCann,ie IRL,"DF,MF",D.C. United,31,1987,6,4,318,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
391,377,Dax McCarty,us USA,MF,Chicago,31,1987,32,32,2846,1,2,0,0,4,0,0.03,0.06,0.09,0.03,0.09,2.2,2.2,1.6,0.07,0.05,0.12,0.07,0.12,Matches
392,378,Brendan McDonough,us USA,DF,Vancouver,22,1996,1,1,65,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
393,379,Mark McKenzie,us USA,DF,Philadelphia,19,1999,7,6,537,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
394,380,Thomas McNamara,us USA,"MF,FW",Houston,27,1991,33,15,1540,2,3,0,0,3,0,0.12,0.18,0.29,0.12,0.29,2.2,2.2,1.7,0.13,0.10,0.22,0.13,0.22,Matches
395,381,Ryan Meara,us USA,GK,NY Red Bulls,28,1990,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
